description,label_history,label_food,label_adventure,label_culture,label_nature,label_relaxation,label_shopping,label_nightlife,label_family,label_local_experience,label_luxury,label_budget_conscious,label_accessibility,label_early_riser,label_night_owl,label_off_beaten_path,label_instagram_worthy,label_needs_breaks,label_sustainable,label_vegetarian,label_group_activities
"I love exploring ancient ruins and getting off the beaten path, but I also appreciate a touch of luxury and stunning scenery – you know, places that'll blow up my Instagram feed!  Plus, I always make time for unique shopping experiences, ideally somewhere easily accessible.

I'm all about breathtaking natural landscapes and historical sites,  but  I prefer high-end hotels and stylish boutiques – gotta have that perfect blend of adventure and Instagrammable moments.

Give me history, adventure, and incredible views, preferably somewhere luxurious and easy to navigate;  then top it off with some amazing local shopping – I need souvenirs!",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"I love exploring new cultures, especially when it involves a bit of adventure and uncovering historical sites—bonus points if there are group tours and stunning backdrops for Instagram!  

I'm all about immersive cultural experiences, preferably ones that are historically significant and offer opportunities for exciting adventures with others; it's even better if the scenery is breathtaking for the perfect shot.

Give me ancient ruins, vibrant markets, and a chance to connect with locals while snapping some seriously epic photos—I thrive on group adventures that blend history, culture, and stunning scenery.",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"I love exploring new cultures, especially when I can find unique souvenirs and share the experience with my family – we always end up with tons of amazing photos for Instagram!  Good food is a must, and we prefer doing things as a group, so we can make memories together.

My family and I are always looking for culturally rich destinations with great shopping and delicious food;  we love taking group photos at stunning, Instagram-worthy locations.


We're a family that thrives on group activities, immersing ourselves in local cultures, and snapping pictures of beautiful places and delicious food for Instagram.  Shopping for unique items is always a fun part of the trip too!",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"I love exploring nature, but I also need downtime to recharge after a long day of hiking –  then I'll hit the shops for some unique souvenirs!  I'm always snapping pics for the 'gram, too; finding those perfect Instagram-worthy spots is a must.

I crave the peace of nature, interspersed with exciting shopping sprees, and I definitely need a break now and then to avoid burnout.  Beautiful views and cute boutiques?  Sign me up!  They're perfect for a photo or two.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"I love exploring local markets and finding unique souvenirs, and I'm always eager to learn about a place's history and traditions –  plus,  I need to make sure everything is easily accessible for my wheelchair.  I also follow a vegetarian diet, so finding delicious plant-based options is a must for me.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"I love exploring new cultures, but I definitely need downtime to relax and recharge – long days of sightseeing can really wear me out!  I'm a vegetarian, so finding delicious plant-based meals is a must, and easy access to things is important since I have some mobility limitations.  Nature is a big draw for me; I'm happiest hiking through forests or relaxing by the sea.",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"We love exploring different cultures and trying new vegetarian dishes, but we also need some downtime to relax as a family – all while keeping things affordable, of course.

My family craves cultural immersion and delicious food, but we're on a tight budget and need regular breaks to recharge after a day of sightseeing.

I'm all about experiencing local culture and cuisine (lots of veggies please!), relaxing on the beach with my family,  but we need to be mindful of our spending and take breaks throughout the day.",0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"I love exploring nature, but I also really enjoy a vibrant nightlife scene – finding that perfect balance is key for me.  I'm always looking for affordable group tours and activities, and being a vegetarian, I'm happy to discover delicious plant-based options wherever I go.

I'm a big fan of lively evenings out, but equally appreciate a good hike or exploring a beautiful national park;  I prefer traveling with others and keeping things reasonably priced.  Plus, I need plenty of veggie-friendly food choices!",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
"I love exploring hidden trails and ancient ruins, especially after dark – the best time to soak in the atmosphere and avoid the crowds!  I'm always on the hunt for delicious vegetarian dishes that won't break the bank, and a good local market is my happy place.

I'm a night owl who thrives on adventure, so give me historical sites and stunning natural landscapes,  and I’ll happily spend my days hiking and my evenings discovering tasty, affordable vegetarian food.",1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"I love finding unique, Instagrammable spots, but I also need downtime to relax by the pool –  a good balance is key for me and my family.  We enjoy exploring local markets and trying delicious vegetarian food, and of course, experiencing the city's nightlife.

I'm all about finding those perfect Instagram moments – think charming cafes and stunning sunsets – but equally important is having relaxing evenings with my family, maybe grabbing some delicious veggie tapas and enjoying some live music.


My ideal trip involves a mix of bustling markets perfect for souvenir shopping, peaceful moments relaxing on the beach, and vibrant nightlife with my family –  plus finding those hidden vegetarian gems that are totally Instagram-worthy.",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"I love exploring historical sites with my family, indulging in delicious vegetarian cuisine at upscale restaurants, and of course, picking up unique souvenirs along the way; a bit of luxury travel makes any trip extra special.",1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"I love exploring different cultures and trying local foods – it's all about the experience for me, especially when I can share it with my family.  I do need to plan for regular breaks throughout the day, though, and make sure everything is easily accessible because I get tired easily.

I'm really into history and finding hidden gems, but long days of sightseeing can be tough; I need time to relax and recharge so I can truly enjoy the local cuisine and cultural interactions with my loved ones.",1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"I love unwinding in beautiful, natural settings, ideally somewhere quiet and off the beaten track,  sharing delicious vegetarian meals with my family.  We're trying to travel more sustainably these days, so eco-friendly options are a must.

My family and I are all about finding peaceful places, preferably with stunning scenery and amazing local food. We're always looking for unique, less-visited spots that are respectful to the environment and, of course, offer plenty of delicious vegetarian options!

For me, a perfect trip means good food, preferably vegetarian, gorgeous nature, and quality time with my loved ones—all while minimizing our environmental impact;  hidden gems are always a plus!",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"I love exploring new cultures, hitting up local markets for unique souvenirs, and making memories with my family – we're always up late, soaking in the atmosphere and finding hidden gems.  My ideal trip balances bustling city life with stunning natural landscapes, all while being easy to navigate for everyone.",0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"I love exploring historical sites and trying local cuisine –  especially vegetarian options!  I'm always up for guided tours and group activities, and it's important to me that everything is easily accessible.

I really enjoy immersive cultural experiences, so I prefer places with good access for wheelchairs, and I'm happiest when I can share the experience with others on a group tour.  My dietary needs are pretty simple – I'm vegetarian and I love sampling new foods.  Plus, I'm fascinated by history!",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"I love finding beautiful, Instagrammable spots to relax and soak up the local culture,  especially if there are great vegetarian restaurants nearby!  Good food and unique shopping experiences are a must for me, and I also need places that are easy to get around in.

I'm all about delicious vegetarian food and stunning scenery – somewhere I can relax, explore the local culture, and snap some amazing photos for the 'gram.  Plus, easy access to everything is a big plus for me.

Give me charming streets, vibrant markets, and amazing vegetarian food, and I'm in heaven!  I love taking photos of pretty things and relaxing after a day of exploring,  but accessibility is key for me.",0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"I love getting lost in a city's history, exploring old markets and finding unique souvenirs –  I'm definitely a night owl, so I'm usually out and about until late, soaking up the atmosphere and maybe grabbing a late-night bite with the locals.",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"I'm happiest unwinding in beautiful natural settings, especially after the sun goes down—I'm definitely a night owl!  It's important to me that everything is easily accessible, so I can truly relax and enjoy the scenery.  

I love exploring nature, but I need a place that's easy to get around, and I prefer to do most of my exploring later in the day.",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
